
          -112.98651,37.20093,0
          -112.98649,37.2007,0
          -112.98648,37.20067,0
          -112.98648,37.20066,0
          -112.98642,37.2006,0
          -112.98635,37.20057,0
          -112.98612,37.20065,0
          -112.98645,37.2012,0
          -112.98661,37.2015,0
          -112.98679,37.20179,0
          -112.98691,37.20194,0
          -112.98704,37.20207,0
          -112.98745,37.20237,0
          -112.98749,37.20254,0
          -112.9875,37.20266,0
          -112.98748,37.20298,0
          -112.98703,37.20336,0
          -112.9866,37.20363,0
          -112.98608,37.20385,0
          -112.98568,37.20397,0
          -112.98517,37.20417,0
          -112.98511,37.20421,0
          -112.98497,37.20428,0
          -112.98466,37.20449,0
          -112.98439,37.20471,0
          -112.98408,37.20503,0
          -112.98395,37.20521,0
          -112.98352,37.20598,0
          -112.98331,37.20627,0
          -112.98305,37.20655,0
          -112.9827,37.20682,0
          -112.98253,37.20691,0
          -112.98249,37.20694,0
          -112.982,37.20714,0
          -112.9816,37.20725,0
          -112.98072,37.20744,0
          -112.98038,37.20757,0
          -112.98003,37.20776,0
          -112.97984,37.20789,0
          -112.97958,37.20814,0
          -112.97946,37.20828,0
          -112.97941,37.20837,0
          -112.97936,37.20844,0
          -112.97922,37.20876,0
          -112.97919,37.20888,0
          -112.97911,37.20964,0
          -112.97908,37.20979,0
          -112.97936,37.20967,0
          -112.97994,37.20931,0
          -112.98,37.20926,0
          -112.98009,37.20916,0
          -112.98021,37.20899,0
          -112.98021,37.20898,0
          -112.98025,37.20889,0
          -112.98033,37.20866,0
          -112.98037,37.20845,0
          -112.98037,37.20838,0
          -112.98036,37.20831,0
          -112.98034,37.20827,0
          -112.98029,37.20823,0
          -112.98022,37.20821,0
          -112.98013,37.20822,0
          -112.98006,37.20824,0
          -112.98002,37.20827,0
          -112.98,37.20832,0
          -112.97997,37.20857,0
          -112.97989,37.20889,0
          -112.97984,37.209,0
          -112.97966,37.20929,0
          -112.97964,37.20936,0
          -112.97964,37.20942,0
          -112.97963,37.2095,0
          -112.97936,37.20967,0
          -112.97908,37.20979,0
          -112.97905,37.2101,0
          -112.979,37.21026,0
          -112.97899,37.21032,0
          -112.97887,37.21064,0
          -112.97872,37.21097,0
          -112.97867,37.21106,0
          -112.97862,37.21113,0
          -112.97843,37.21145,0
          -112.97826,37.21178,0
          -112.97824,37.2118,0
          -112.97814,37.21205,0
          -112.97725,37.21468,0
          -112.97685,37.21563,0
          -112.97609,37.21706,0
          -112.97609,37.21707,0
          -112.97596,37.21729,0
          -112.97588,37.2174,0
          -112.97579,37.21748,0
          -112.97572,37.21753,0
          -112.97559,37.21759,0
          -112.97553,37.2176,0
          -112.97531,37.21761,0
          -112.97526,37.2176,0
          -112.9751,37.21759,0
          -112.97508,37.21758,0
          -112.97467,37.21755,0
          -112.97463,37.21754,0
          -112.97393,37.21747,0
          -112.97411,37.21801,0
          -112.97385,37.21847,0
          -112.97385,37.21848,0
          -112.97366,37.21879,0
          -112.97366,37.2188,0
          -112.97357,37.21896,0
          -112.97351,37.21913,0
          -112.97351,37.21914,0
          -112.97348,37.21922,0
          -112.97346,37.21936,0
          -112.97346,37.21947,0
          -112.97362,37.22017,0
          -112.97362,37.22025,0
          -112.97361,37.22033,0
          -112.97357,37.22048,0
          -112.97347,37.22061,0
          -112.97333,37.22074,0
          -112.97317,37.22084,0
          -112.97276,37.22101,0
          -112.97176,37.22129,0
          -112.97173,37.22131,0
          -112.97149,37.22141,0
          -112.97138,37.22148,0
          -112.97136,37.2215,0
          -112.97125,37.22158,0
          -112.97107,37.22177,0
          -112.97086,37.22204,0
          -112.97068,37.22224,0
          -112.96968,37.22314,0
          -112.9691,37.22379,0
          -112.96768,37.22578,0
          -112.96748,37.22614,0
          -112.96716,37.22681,0
          -112.96692,37.22738,0
          -112.96687,37.22754,0
          -112.96681,37.22767,0
          -112.96677,37.22773,0
          -112.96671,37.22779,0
          -112.9666,37.22787,0
          -112.96619,37.22806,0
