,Unnamed: 0,index,website page,website location,park, bus ,shuttle,transit,public transportation,ferry,ferry service,subway,train,metro,total
0,0,0,https://home.nps.gov/abli/planyourvisit/directions.htm#GlobalNav-toggle,,ABLI,0,0,0,1,0,0,0,0,0,1
1,1,1,https://home.nps.gov/abli/planyourvisit/directions.htm#LocalNav-desktop-nav,,ABLI,0,0,0,1,0,0,0,0,0,1
2,2,2,https://home.nps.gov/abli/planyourvisit/directions.htm#main,,ABLI,0,0,0,1,0,0,0,0,0,1
3,3,3,https://home.nps.gov/abli/planyourvisit/directions.htm#ParkFooter,,ABLI,0,0,0,1,0,0,0,0,0,1
4,4,4,https://home.nps.gov/abli/planyourvisit/directions.htm#GlobalFooter,,ABLI,0,0,0,1,0,0,0,0,0,1
5,5,5,https://home.nps.gov/abli/planyourvisit/directions.htm#GlobalFooterSearch,,ABLI,0,0,0,1,0,0,0,0,0,1
6,6,6,https://home.nps.gov/planyourvisit/index.htm,,ABLI,0,0,0,0,0,0,0,0,0,0
7,7,7,https://home.nps.gov/planyourvisit/event-search.htm,,ABLI,0,0,0,0,0,0,0,0,0,0
8,8,8,https://home.nps.gov/planyourvisit/passes.htm,,ABLI,0,0,0,0,0,0,0,0,0,0
9,9,9,https://home.nps.gov/planyourvisit/trip-ideas.htm,,ABLI,0,0,0,0,0,0,0,2,0,2
10,10,10,https://home.nps.gov/abli/planyourvisit/basicinfo.htm,,ABLI,0,0,0,0,0,0,0,0,0,0
11,11,11,https://home.nps.gov/abli/planyourvisit/conditions.htm,NPS.govPark HomePlan Your VisitBasic InformationCurrent Conditions,ABLI,0,0,0,0,0,0,0,0,0,0
12,12,12,https://home.nps.gov/abli/planyourvisit/maps.htm,,ABLI,0,0,0,0,0,0,0,0,0,0
13,13,13,https://home.nps.gov/abli/planyourvisit/calendar.htm,,ABLI,0,0,0,0,0,0,0,0,0,0
14,14,14,https://home.nps.gov/abli/planyourvisit/fees.htm,,ABLI,0,0,0,0,0,0,0,0,0,0
15,15,0,https://home.nps.gov/acad/planyourvisit/directions.htm#GlobalNav-toggle,NPS.govPark HomePlan Your VisitDirections & Transportation,ACAD,0,0,0,0,0,0,0,0,0,0
16,16,1,https://home.nps.gov/acad/planyourvisit/directions.htm#LocalNav-desktop-nav,NPS.govPark HomePlan Your VisitDirections & Transportation,ACAD,0,0,0,0,0,0,0,0,0,0
17,17,2,https://home.nps.gov/acad/planyourvisit/directions.htm#main,NPS.govPark HomePlan Your VisitDirections & Transportation,ACAD,0,0,0,0,0,0,0,0,0,0
18,18,3,https://home.nps.gov/acad/planyourvisit/directions.htm#ParkFooter,NPS.govPark HomePlan Your VisitDirections & Transportation,ACAD,0,0,0,0,0,0,0,0,0,0
19,19,4,https://home.nps.gov/acad/planyourvisit/directions.htm#GlobalFooter,NPS.govPark HomePlan Your VisitDirections & Transportation,ACAD,0,0,0,0,0,0,0,0,0,0
20,20,5,https://home.nps.gov/acad/planyourvisit/directions.htm#GlobalFooterSearch,NPS.govPark HomePlan Your VisitDirections & Transportation,ACAD,0,0,0,0,0,0,0,0,0,0
21,21,6,https://home.nps.gov/acad/planyourvisit/index.htm,,ACAD,0,0,0,1,0,0,0,0,0,1
22,22,7,https://home.nps.gov/acad/planyourvisit/camping.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
23,23,8,https://home.nps.gov/acad/planyourvisit/basicinfo.htm,,ACAD,1,1,0,0,0,0,0,0,0,2
24,24,9,https://home.nps.gov/acad/planyourvisit/hours.htm,,ACAD,1,1,1,0,0,0,0,0,0,3
25,25,10,https://home.nps.gov/acad/planyourvisit/fees.htm,NPS.govPark HomePlan Your VisitBasic InformationFees & Passes,ACAD,2,0,0,0,0,0,0,1,0,3
26,26,11,https://home.nps.gov/acad/planyourvisit/conditions.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
27,27,12,https://home.nps.gov/acad/planyourvisit/permits.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
28,28,13,https://home.nps.gov/acad/planyourvisit/groupclimbing.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
29,29,14,https://home.nps.gov/acad/planyourvisit/special-use-permits.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
30,30,15,https://home.nps.gov/acad/planyourvisit/vehicle_reservations.htm,,ACAD,2,0,0,0,0,0,0,0,0,2
31,31,16,https://home.nps.gov/acad/planyourvisit/apps.htm,,ACAD,1,1,0,0,0,0,0,0,0,2
32,32,17,https://home.nps.gov/acad/planyourvisit/weather.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
33,33,18,https://home.nps.gov/acad/planyourvisit/park-rules-and-regulations.htm,,ACAD,0,0,0,0,0,0,0,1,0,1
34,34,19,https://home.nps.gov/acad/planyourvisit/firewood.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
35,35,20,https://home.nps.gov/acad/planyourvisit/directions.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
36,36,21,https://home.nps.gov/acad/planyourvisit/island-explorer.htm,,ACAD,3,5,0,0,3,0,0,0,0,11
37,37,22,https://home.nps.gov/acad/planyourvisit/maps.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
38,38,23,https://home.nps.gov/acad/planyourvisit/oversized-vehicles.htm,,ACAD,5,0,0,0,0,0,0,0,0,5
39,39,24,https://home.nps.gov/acad/planyourvisit/placestogo.htm,,ACAD,0,0,0,0,4,0,0,0,0,4
40,40,25,https://home.nps.gov/acad/planyourvisit/visitor-centers-contact-stations.htm,,ACAD,0,1,0,0,0,0,0,0,0,1
41,41,26,https://home.nps.gov/acad/planyourvisit/east-side.htm,,ACAD,0,0,0,1,0,0,0,0,0,1
42,42,27,https://home.nps.gov/acad/planyourvisit/park-loop-road.htm,NPS.govPark HomePlan Your VisitPlaces To GoEast SidePark Loop Road,ACAD,2,1,0,0,0,0,0,0,0,3
43,43,28,https://home.nps.gov/acad/planyourvisit/carriage-roads.htm,,ACAD,0,0,0,0,0,0,0,1,0,1
44,44,29,https://home.nps.gov/acad/planyourvisit/west-side.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
45,45,30,https://home.nps.gov/acad/planyourvisit/seawall.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
46,46,31,https://home.nps.gov/acad/planyourvisit/west-side-mountains-lakes.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
47,47,32,https://home.nps.gov/acad/planyourvisit/bass-harbor-head-light-station.htm,,ACAD,0,0,0,1,0,0,0,0,0,1
48,48,33,https://home.nps.gov/acad/planyourvisit/isle-au-haut.htm,,ACAD,0,0,0,0,4,0,0,1,0,5
49,49,34,https://home.nps.gov/acad/planyourvisit/schoodic.htm,,ACAD,1,0,0,0,0,0,0,0,0,1
50,50,35,https://home.nps.gov/acad/planyourvisit/outer-islands.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
51,51,36,https://home.nps.gov/acad/planyourvisit/islesford-historical-museum.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
52,52,37,https://home.nps.gov/acad/planyourvisit/baker-island.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
53,53,38,https://home.nps.gov/acad/planyourvisit/things2do.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
54,54,39,https://home.nps.gov/acad/planyourvisit/ranger_programs_descriptions.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
55,55,40,https://home.nps.gov/acad/planyourvisit/bicycling.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
56,56,41,https://home.nps.gov/acad/planyourvisit/climbing.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
57,57,42,https://home.nps.gov/acad/planyourvisit/eating.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
58,58,43,https://home.nps.gov/acad/planyourvisit/hiking.htm,,ACAD,0,0,0,2,0,0,0,0,0,2
59,59,44,https://home.nps.gov/acad/planyourvisit/horsebackriding.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
60,60,45,https://home.nps.gov/acad/planyourvisit/for-kids.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
61,61,46,https://home.nps.gov/acad/planyourvisit/junior-ranger.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
62,62,47,https://home.nps.gov/acad/planyourvisit/shopping.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
63,63,48,https://home.nps.gov/acad/planyourvisit/park-store.htm,,ACAD,0,0,0,0,0,0,0,1,0,1
64,64,49,https://home.nps.gov/acad/planyourvisit/stargazing.htm,NPS.govPark HomePlan Your VisitThings To DoStargazing,ACAD,0,0,0,0,0,0,0,0,0,0
65,65,50,https://home.nps.gov/acad/planyourvisit/water-activities.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
66,66,51,https://home.nps.gov/acad/planyourvisit/boating.htm,,ACAD,0,0,0,0,1,1,0,0,0,2
67,67,52,https://home.nps.gov/acad/planyourvisit/swimming.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
68,68,53,https://home.nps.gov/acad/planyourvisit/fishing.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
69,69,54,https://home.nps.gov/acad/planyourvisit/tidepooling.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
70,70,55,https://home.nps.gov/acad/planyourvisit/viewing_wildlife.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
71,71,56,https://home.nps.gov/acad/planyourvisit/birdwatching.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
72,72,57,https://home.nps.gov/acad/planyourvisit/winter.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
73,73,58,https://home.nps.gov/acad/planyourvisit/tripideas.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
74,74,59,https://home.nps.gov/acad/planyourvisit/calendar.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
75,75,60,https://home.nps.gov/acad/planyourvisit/safety.htm,,ACAD,0,0,0,0,0,0,0,1,0,1
76,76,61,https://home.nps.gov/acad/planyourvisit/pets.htm,,ACAD,0,0,0,0,0,0,0,1,0,1
77,77,62,https://home.nps.gov/acad/planyourvisit/accessibility.htm,,ACAD,3,2,0,0,0,0,0,1,0,6
78,78,63,https://home.nps.gov/acad/planyourvisit/physical-mobility.htm,,ACAD,1,3,0,0,0,0,0,0,0,4
79,79,64,https://home.nps.gov/acad/planyourvisit/nearby-attractions.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
80,80,65,https://home.nps.gov/planyourvisit/index.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
81,81,66,https://home.nps.gov/planyourvisit/event-search.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
82,82,67,https://home.nps.gov/planyourvisit/passes.htm,,ACAD,0,0,0,0,0,0,0,0,0,0
83,83,68,https://home.nps.gov/planyourvisit/trip-ideas.htm,,ACAD,0,0,0,0,0,0,0,2,0,2
84,84,69,https://home.nps.gov/acad/planyourvisit/directions.htm#onthisPage-0,,ACAD,0,0,0,0,0,0,0,0,0,0
85,85,70,https://home.nps.gov/acad/planyourvisit/directions.htm#onthisPage-1,,ACAD,0,0,0,0,0,0,0,0,0,0
86,86,71,https://home.nps.gov/acad/planyourvisit/directions.htm#onthisPage-2,,ACAD,0,0,0,0,0,0,0,0,0,0
87,87,72,https://home.nps.gov/acad/planyourvisit/directions.htm#onthisPage-3,,ACAD,0,0,0,0,0,0,0,0,0,0
88,88,73,https://home.nps.gov/acad/planyourvisit/buscoachrules.htm,,ACAD,4,0,0,0,0,0,0,0,0,4
89,89,0,https://nps.gov/adam/planyourvisit/directions.htm#GlobalNav-toggle,NPS.govPark HomePlan Your VisitDirections & Transportation,ADAM,0,0,0,3,0,0,3,2,0,8
90,90,1,https://nps.gov/adam/planyourvisit/directions.htm#LocalNav-desktop-nav,NPS.govPark HomePlan Your VisitDirections & Transportation,ADAM,0,0,0,3,0,0,3,2,0,8
91,91,2,https://nps.gov/adam/planyourvisit/directions.htm#main,NPS.govPark HomePlan Your VisitDirections & Transportation,ADAM,0,0,0,3,0,0,3,2,0,8
92,92,3,https://nps.gov/adam/planyourvisit/directions.htm#ParkFooter,NPS.govPark HomePlan Your VisitDirections & Transportation,ADAM,0,0,0,3,0,0,3,2,0,8
93,93,4,https://nps.gov/adam/planyourvisit/directions.htm#GlobalFooter,NPS.govPark HomePlan Your VisitDirections & Transportation,ADAM,0,0,0,3,0,0,3,2,0,8
94,94,5,https://nps.gov/adam/planyourvisit/directions.htm#GlobalFooterSearch,NPS.govPark HomePlan Your VisitDirections & Transportation,ADAM,0,0,0,3,0,0,3,2,0,8
95,95,6,https://nps.gov/adam/planyourvisit/index.htm,NPS.govPark HomePlan Your Visit,ADAM,0,0,0,0,0,0,0,0,0,0
96,96,7,https://nps.gov/adam/planyourvisit/basicinfo.htm,NPS.govPark HomePlan Your VisitBasic Information,ADAM,0,0,0,0,0,0,0,0,0,0
97,97,8,https://nps.gov/adam/planyourvisit/park-brochures.htm,NPS.govPark HomePlan Your VisitBasic InformationPark Brochures,ADAM,0,0,0,0,0,0,0,0,0,0
98,98,9,https://nps.gov/adam/planyourvisit/hours.htm,NPS.govPark HomePlan Your VisitBasic InformationOperating Hours & Seasons,ADAM,0,0,0,0,0,0,0,0,0,0
99,99,10,https://nps.gov/adam/planyourvisit/fees.htm,NPS.govPark HomePlan Your VisitBasic InformationFees & Passes,ADAM,0,0,0,0,0,0,0,0,0,0
100,100,11,https://nps.gov/adam/planyourvisit/conditions.htm,NPS.govPark HomePlan Your VisitBasic InformationCurrent Conditions,ADAM,0,0,0,0,0,0,0,0,0,0
101,101,12,https://nps.gov/adam/planyourvisit/pets.htm,NPS.govPark HomePlan Your VisitBasic InformationPets,ADAM,0,0,0,0,0,0,0,0,0,0
102,102,13,https://nps.gov/adam/planyourvisit/directions.htm,NPS.govPark HomePlan Your VisitDirections & Transportation,ADAM,0,0,0,3,0,0,3,2,0,8
103,103,14,https://nps.gov/adam/planyourvisit/maps.htm,NPS.govPark HomePlan Your VisitDirections & TransportationMaps,ADAM,0,0,0,0,0,0,0,0,0,0
104,104,15,https://nps.gov/adam/planyourvisit/trolley.htm,NPS.govPark HomePlan Your VisitDirections & TransportationIn-Park Transportation,ADAM,0,1,0,0,0,0,0,0,0,1
105,105,16,https://nps.gov/adam/planyourvisit/things2do.htm,NPS.govPark HomePlan Your VisitThings To Do,ADAM,0,0,0,0,0,0,0,0,0,0
106,106,17,https://nps.gov/adam/planyourvisit/justforkids.htm,NPS.govPark HomePlan Your VisitThings To DoFor Kids,ADAM,0,0,0,0,0,0,0,0,0,0
107,107,18,https://nps.gov/adam/planyourvisit/guidedtours.htm,NPS.govPark HomePlan Your VisitThings To DoGuided Tours,ADAM,0,0,0,0,0,0,0,0,0,0
108,108,19,https://nps.gov/adam/planyourvisit/calendar.htm,NPS.govPark HomePlan Your VisitCalendar,ADAM,0,0,0,0,0,0,0,0,0,0
109,109,20,https://nps.gov/adam/planyourvisit/safety.htm,NPS.govPark HomePlan Your VisitSafety,ADAM,0,0,0,0,0,0,0,0,0,0
110,110,21,https://nps.gov/adam/planyourvisit/accessibility.htm,NPS.govPark HomePlan Your VisitAccessibility,ADAM,0,0,0,0,0,0,0,0,0,0
111,111,22,https://nps.gov/adam/planyourvisit/nearbyattractions.htm,NPS.govPark HomePlan Your VisitNearby Attractions,ADAM,0,0,0,0,0,0,0,0,1,1
112,112,23,https://nps.gov/adam/planyourvisit/academic-fee-waiver.htm,NPS.govPark HomeLearn About the ParkEducationAcademic Fee Waivers,ADAM,0,0,0,0,0,0,0,0,0,0
113,113,24,https://nps.gov/planyourvisit/index.htm,,ADAM,0,0,0,0,0,0,0,0,0,0
114,114,25,https://nps.gov/planyourvisit/event-search.htm,,ADAM,0,0,0,0,0,0,0,0,0,0
115,115,26,https://nps.gov/planyourvisit/passes.htm,,ADAM,0,0,0,0,0,0,0,0,0,0
116,116,27,https://nps.gov/planyourvisit/trip-ideas.htm,,ADAM,0,0,0,0,0,0,0,0,0,0
117,117,0,https://home.nps.gov/afbg/planyourvisit/directions.htm#GlobalNav-toggle,NPS.govPlan Your VisitDirections & Transportation,AFBG,0,0,0,2,0,0,1,0,0,3
118,118,1,https://home.nps.gov/afbg/planyourvisit/directions.htm#LocalNav-desktop-nav,NPS.govPlan Your VisitDirections & Transportation,AFBG,0,0,0,2,0,0,1,0,0,3
119,119,2,https://home.nps.gov/afbg/planyourvisit/directions.htm#main,NPS.govPlan Your VisitDirections & Transportation,AFBG,0,0,0,2,0,0,1,0,0,3
120,120,3,https://home.nps.gov/afbg/planyourvisit/directions.htm#ParkFooter,NPS.govPlan Your VisitDirections & Transportation,AFBG,0,0,0,2,0,0,1,0,0,3
121,121,4,https://home.nps.gov/afbg/planyourvisit/directions.htm#GlobalFooter,NPS.govPlan Your VisitDirections & Transportation,AFBG,0,0,0,2,0,0,1,0,0,3
122,122,5,https://home.nps.gov/afbg/planyourvisit/directions.htm#GlobalFooterSearch,NPS.govPlan Your VisitDirections & Transportation,AFBG,0,0,0,2,0,0,1,0,0,3
123,123,6,https://home.nps.gov/afbg/planyourvisit/index.htm,,AFBG,0,0,0,0,0,0,0,0,0,0
124,124,7,https://home.nps.gov/afbg/planyourvisit/basicinfo.htm,,AFBG,0,0,0,0,0,0,0,0,0,0
125,125,8,https://home.nps.gov/afbg/planyourvisit/hours.htm,,AFBG,0,0,0,0,0,0,0,0,0,0
126,126,9,https://home.nps.gov/afbg/planyourvisit/fees.htm,,AFBG,0,0,0,0,0,0,0,0,0,0
127,127,10,https://home.nps.gov/afbg/planyourvisit/conditions.htm,,AFBG,0,0,4,0,0,0,1,1,1,7
128,128,11,https://home.nps.gov/afbg/planyourvisit/permitsandreservations.htm,,AFBG,0,0,0,0,0,0,0,0,0,0
129,129,12,https://home.nps.gov/afbg/planyourvisit/directions.htm,,AFBG,0,0,0,2,0,0,1,0,0,3
130,130,13,https://home.nps.gov/afbg/planyourvisit/maps.htm,NPS.govPlan Your VisitDirections & TransportationMaps,AFBG,0,0,1,0,0,0,0,0,0,1
131,131,14,https://home.nps.gov/afbg/planyourvisit/things2do.htm,,AFBG,0,0,0,0,0,0,0,0,0,0
132,132,15,https://home.nps.gov/afbg/planyourvisit/indooractivities.htm,,AFBG,0,0,0,0,0,0,0,0,0,0
133,133,16,https://home.nps.gov/afbg/planyourvisit/visitor-center.htm,,AFBG,0,0,0,0,0,0,0,0,0,0
134,134,17,https://home.nps.gov/afbg/planyourvisit/calendar.htm,,AFBG,0,0,0,0,0,0,0,0,0,0
135,135,18,https://home.nps.gov/afbg/planyourvisit/safety.htm,,AFBG,0,0,0,0,0,0,0,0,0,0
136,136,19,https://home.nps.gov/afbg/planyourvisit/accessibility.htm,,AFBG,0,0,0,0,0,0,0,0,0,0
137,137,20,https://home.nps.gov/afbg/planyourvisit/physical-mobility.htm,,AFBG,0,0,0,0,0,0,0,0,0,0
138,138,21,https://home.nps.gov/afbg/planyourvisit/hearing.htm,,AFBG,0,0,0,0,0,0,0,0,0,0
139,139,22,https://home.nps.gov/afbg/planyourvisit/vision.htm,,AFBG,0,0,0,0,0,0,0,0,0,0
140,140,23,https://home.nps.gov/afbg/planyourvisit/service-animals.htm,,AFBG,0,0,0,0,0,0,0,1,0,1
141,141,24,https://home.nps.gov/afbg/planyourvisit/brochures.htm,NPS.govPlan Your VisitBrochures,AFBG,0,0,0,0,0,0,0,1,0,1
142,142,25,https://home.nps.gov/planyourvisit/index.htm,,AFBG,0,0,0,0,0,0,0,0,0,0
143,143,26,https://home.nps.gov/planyourvisit/event-search.htm,,AFBG,0,0,0,0,0,0,0,0,0,0
144,144,27,https://home.nps.gov/planyourvisit/passes.htm,,AFBG,0,0,0,0,0,0,0,0,0,0
145,145,28,https://home.nps.gov/planyourvisit/trip-ideas.htm,,AFBG,0,0,0,0,0,0,0,2,0,2
146,146,0,https://home.nps.gov/agfo/planyourvisit/directions.htm#GlobalNav-toggle,NPS.govPark HomePlan Your VisitDirections & Transportation,AGFO,0,0,0,2,0,0,0,0,0,2
147,147,1,https://home.nps.gov/agfo/planyourvisit/directions.htm#LocalNav-desktop-nav,NPS.govPark HomePlan Your VisitDirections & Transportation,AGFO,0,0,0,2,0,0,0,0,0,2
148,148,2,https://home.nps.gov/agfo/planyourvisit/directions.htm#main,NPS.govPark HomePlan Your VisitDirections & Transportation,AGFO,0,0,0,2,0,0,0,0,0,2
149,149,3,https://home.nps.gov/agfo/planyourvisit/directions.htm#ParkFooter,NPS.govPark HomePlan Your VisitDirections & Transportation,AGFO,0,0,0,2,0,0,0,0,0,2
150,150,4,https://home.nps.gov/agfo/planyourvisit/directions.htm#GlobalFooter,NPS.govPark HomePlan Your VisitDirections & Transportation,AGFO,0,0,0,2,0,0,0,0,0,2
151,151,5,https://home.nps.gov/agfo/planyourvisit/directions.htm#GlobalFooterSearch,NPS.govPark HomePlan Your VisitDirections & Transportation,AGFO,0,0,0,2,0,0,0,0,0,2
152,152,6,https://home.nps.gov/agfo/planyourvisit/index.htm,NPS.govPark HomePlan Your Visit,AGFO,0,0,0,0,0,0,0,0,0,0
153,153,7,https://home.nps.gov/agfo/planyourvisit/basicinfo.htm,,AGFO,0,0,0,0,0,0,0,0,0,0
154,154,8,https://home.nps.gov/agfo/planyourvisit/hours.htm,,AGFO,0,0,0,0,0,0,0,0,0,0
155,155,9,https://home.nps.gov/agfo/planyourvisit/fees.htm,NPS.govPark HomePlan Your VisitBasic InformationFees & Passes,AGFO,0,0,0,0,0,0,0,0,0,0
156,156,10,https://home.nps.gov/agfo/planyourvisit/safety.htm,,AGFO,0,0,0,0,0,0,0,0,0,0
157,157,11,https://home.nps.gov/agfo/planyourvisit/conditions.htm,,AGFO,0,0,0,0,0,0,0,0,0,0
158,158,12,https://home.nps.gov/agfo/planyourvisit/permitsandreservations.htm,,AGFO,0,0,0,0,0,0,0,0,0,0
159,159,13,https://home.nps.gov/agfo/planyourvisit/weather.htm,,AGFO,0,0,0,0,0,0,0,1,0,1
160,160,14,https://home.nps.gov/agfo/planyourvisit/pets.htm,,AGFO,0,0,0,0,0,0,0,1,0,1
161,161,15,https://home.nps.gov/agfo/planyourvisit/park-brochure.htm,,AGFO,0,0,0,0,0,0,0,1,0,1
162,162,16,https://home.nps.gov/agfo/planyourvisit/directions.htm,,AGFO,0,0,0,2,0,0,0,0,0,2
163,163,17,https://home.nps.gov/agfo/planyourvisit/eating-sleeping.htm,,AGFO,0,0,0,0,0,0,0,0,0,0
164,164,18,https://home.nps.gov/agfo/planyourvisit/things2do.htm,,AGFO,0,0,0,0,0,0,0,0,0,0
165,165,19,https://home.nps.gov/agfo/planyourvisit/outdooractivities.htm,,AGFO,0,0,0,0,0,0,0,0,0,0
166,166,20,https://home.nps.gov/agfo/planyourvisit/indooractivities.htm,,AGFO,0,0,0,0,0,0,0,0,0,0
167,167,21,https://home.nps.gov/agfo/planyourvisit/calendar.htm,,AGFO,0,0,0,0,0,0,0,0,0,0
168,168,22,https://home.nps.gov/agfo/planyourvisit/accessibility.htm,,AGFO,0,0,0,0,0,0,0,1,0,1
169,169,23,https://home.nps.gov/planyourvisit/index.htm,,AGFO,0,0,0,0,0,0,0,0,0,0
170,170,24,https://home.nps.gov/planyourvisit/event-search.htm,,AGFO,0,0,0,0,0,0,0,0,0,0
171,171,25,https://home.nps.gov/planyourvisit/passes.htm,,AGFO,0,0,0,0,0,0,0,0,0,0
172,172,26,https://home.nps.gov/planyourvisit/trip-ideas.htm,,AGFO,0,0,0,0,0,0,0,0,0,0
173,173,27,https://home.nps.gov/agfo/planyourvisit/maps.htm,,AGFO,0,0,0,0,0,0,0,0,0,0
174,174,0,https://nps.gov/alag/planyourvisit/directions.htm#GlobalNav-toggle,NPS.govPark HomePlan Your VisitDirections & Transportation,ALAG,0,0,0,0,0,0,0,0,0,0
175,175,1,https://nps.gov/alag/planyourvisit/directions.htm#LocalNav-desktop-nav,NPS.govPark HomePlan Your VisitDirections & Transportation,ALAG,0,0,0,0,0,0,0,0,0,0
176,176,2,https://nps.gov/alag/planyourvisit/directions.htm#main,NPS.govPark HomePlan Your VisitDirections & Transportation,ALAG,0,0,0,0,0,0,0,0,0,0
177,177,3,https://nps.gov/alag/planyourvisit/directions.htm#ParkFooter,NPS.govPark HomePlan Your VisitDirections & Transportation,ALAG,0,0,0,0,0,0,0,0,0,0
178,178,4,https://nps.gov/alag/planyourvisit/directions.htm#GlobalFooter,NPS.govPark HomePlan Your VisitDirections & Transportation,ALAG,0,0,0,0,0,0,0,0,0,0
179,179,5,https://nps.gov/alag/planyourvisit/directions.htm#GlobalFooterSearch,NPS.govPark HomePlan Your VisitDirections & Transportation,ALAG,0,0,0,0,0,0,0,0,0,0
180,180,6,https://nps.gov/alag/planyourvisit/index.htm,NPS.govPark HomePlan Your Visit,ALAG,0,0,0,0,0,0,0,0,0,0
181,181,7,https://nps.gov/alag/planyourvisit/basicinfo.htm,NPS.govPark HomePlan Your VisitBasic Information,ALAG,0,0,0,0,0,0,0,0,0,0
182,182,8,https://nps.gov/alag/planyourvisit/hours.htm,NPS.govPark HomePlan Your VisitBasic InformationOperating Hours & Seasons,ALAG,0,0,0,0,0,0,0,0,0,0
183,183,9,https://nps.gov/alag/planyourvisit/fees.htm,NPS.govPark HomePlan Your VisitBasic InformationFees & Passes,ALAG,0,0,0,0,0,0,0,0,0,0
184,184,10,https://nps.gov/alag/planyourvisit/conditions.htm,NPS.govPark HomePlan Your VisitBasic InformationCurrent Conditions,ALAG,0,0,0,0,0,0,0,0,0,0
185,185,11,https://nps.gov/alag/planyourvisit/directions.htm,NPS.govPark HomePlan Your VisitDirections & Transportation,ALAG,0,0,0,0,0,0,0,0,0,0
186,186,12,https://nps.gov/alag/planyourvisit/maps.htm,NPS.govPark HomePlan Your VisitDirections & TransportationMaps,ALAG,0,0,0,0,0,0,0,0,0,0
187,187,13,https://nps.gov/alag/planyourvisit/lodging.htm,,ALAG,0,0,0,0,0,0,0,0,0,0
188,188,14,https://nps.gov/alag/planyourvisit/things2do.htm,NPS.govPark HomePlan Your VisitThings To Do,ALAG,0,0,0,0,0,0,0,0,0,0
189,189,15,https://nps.gov/alag/planyourvisit/outdooractivities.htm,NPS.govPark HomePlan Your VisitThings To DoOutdoor Activities,ALAG,0,0,0,0,0,0,0,0,0,0
190,190,16,https://nps.gov/alag/planyourvisit/fishing.htm,NPS.govPark HomePlan Your VisitThings To DoOutdoor ActivitiesFishing,ALAG,0,0,0,0,0,0,0,0,0,0
191,191,17,https://nps.gov/alag/planyourvisit/hunting.htm,NPS.govPark HomePlan Your VisitThings To DoOutdoor ActivitiesHunting,ALAG,0,0,0,0,0,0,0,0,0,0
192,192,18,https://nps.gov/alag/planyourvisit/boating.htm,NPS.govPark HomePlan Your VisitThings To DoOutdoor ActivitiesBoating,ALAG,0,0,0,0,0,0,0,0,0,0
193,193,19,https://nps.gov/alag/planyourvisit/camping.htm,NPS.govPark HomePlan Your VisitThings To DoOutdoor ActivitiesCamping,ALAG,0,0,0,0,0,0,0,0,0,0
194,194,20,https://nps.gov/alag/planyourvisit/calendar.htm,NPS.govPark HomePlan Your VisitCalendar,ALAG,0,0,0,0,0,0,0,0,0,0
195,195,21,https://nps.gov/alag/planyourvisit/safety.htm,NPS.govPark HomePlan Your VisitSafety,ALAG,0,0,0,0,0,0,0,0,0,0
196,196,22,https://nps.gov/alag/planyourvisit/accessibility.htm,,ALAG,0,0,0,0,0,0,0,0,0,0
197,197,23,https://nps.gov/planyourvisit/index.htm,,ALAG,0,0,0,0,0,0,0,0,0,0
198,198,24,https://nps.gov/planyourvisit/event-search.htm,,ALAG,0,0,0,0,0,0,0,0,0,0
199,199,25,https://nps.gov/planyourvisit/passes.htm,,ALAG,0,0,0,0,0,0,0,0,0,0
