trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint
lower_town_est_T19,13:44:00,13:44:00,1,3,,,,,,5.93838209931493,1
lower_town_est_T20,13:45:00,13:45:00,1,1,Lower Town,,,,,0.0,1
lower_town_est_T20,13:52:00,13:52:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_est_T20,13:59:00,13:59:00,1,3,,,,,,5.93838209931493,1
lower_town_est_T21,14:00:00,14:00:00,1,1,Lower Town,,,,,0.0,1
lower_town_est_T21,14:07:00,14:07:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_est_T21,14:14:00,14:14:00,1,3,,,,,,5.93838209931493,1
lower_town_est_T22,14:15:00,14:15:00,1,1,Lower Town,,,,,0.0,1
lower_town_est_T22,14:22:00,14:22:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_est_T22,14:29:00,14:29:00,1,3,,,,,,5.93838209931493,1
lower_town_est_T23,14:30:00,14:30:00,1,1,Lower Town,,,,,0.0,1
lower_town_est_T23,14:37:00,14:37:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_est_T23,14:44:00,14:44:00,1,3,,,,,,5.93838209931493,1
lower_town_est_T24,14:45:00,14:45:00,1,1,Lower Town,,,,,0.0,1
lower_town_est_T24,14:52:00,14:52:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_est_T24,14:59:00,14:59:00,1,3,,,,,,5.93838209931493,1
lower_town_est_T25,15:00:00,15:00:00,1,1,Lower Town,,,,,0.0,1
lower_town_est_T25,15:07:00,15:07:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_est_T25,15:14:00,15:14:00,1,3,,,,,,5.93838209931493,1
lower_town_est_T26,15:15:00,15:15:00,1,1,Lower Town,,,,,0.0,1
lower_town_est_T26,15:22:00,15:22:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_est_T26,15:29:00,15:29:00,1,3,,,,,,5.93838209931493,1
lower_town_est_T27,15:30:00,15:30:00,1,1,Lower Town,,,,,0.0,1
lower_town_est_T27,15:37:00,15:37:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_est_T27,15:44:00,15:44:00,1,3,,,,,,5.93838209931493,1
lower_town_est_T28,15:45:00,15:45:00,1,1,Lower Town,,,,,0.0,1
lower_town_est_T28,15:52:00,15:52:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_est_T28,15:59:00,15:59:00,1,3,,,,,,5.93838209931493,1
lower_town_est_T29,16:00:00,16:00:00,1,1,Lower Town,,,,,0.0,1
lower_town_est_T29,16:07:00,16:07:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_est_T29,16:14:00,16:14:00,1,3,,,,,,5.93838209931493,1
lower_town_est_T30,16:15:00,16:15:00,1,1,Lower Town,,,,,0.0,1
lower_town_est_T30,16:22:00,16:22:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_est_T30,16:29:00,16:29:00,1,3,,,,,,5.93838209931493,1
lower_town_est_T31,16:30:00,16:30:00,1,1,Lower Town,,,,,0.0,1
lower_town_est_T31,16:37:00,16:37:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_est_T31,16:44:00,16:44:00,1,3,,,,,,5.93838209931493,1
lower_town_est_T32,16:45:00,16:45:00,1,1,Lower Town,,,,,0.0,1
lower_town_est_T32,16:52:00,16:52:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
