shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
BA,37.603039,-112.157411,230,10.806
BA,37.603223,-112.156881,231,10.857
BA,37.603299,-112.156667,232,10.878
BA,37.60341,-112.156517,233,10.896
BA,37.603628,-112.156391,234,10.922
BA,37.603823,-112.156391,235,10.944
BA,37.603977,-112.156481,236,10.963
BA,37.604174,-112.156652,237,10.99
BA,37.604264,-112.15674,238,11.002
BA,37.604315,-112.156816,239,11.011
BA,37.60431,-112.156893,240,11.018
BA,37.604276,-112.15695,241,11.024
BA,37.604208,-112.156975,242,11.032
BA,37.604139,-112.156956,243,11.04
BA,37.604009,-112.156865,244,11.056
BA,37.603759,-112.156634,245,11.091
BA,37.603717,-112.156527,246,11.101
BA,37.603667,-112.15648,247,11.108
BA,37.603586,-112.156471,248,11.117
BA,37.603484,-112.156506,249,11.129
BA,37.603415,-112.156558,250,11.138
BA,37.603329,-112.156667,251,11.152
BA,37.603251,-112.156852,252,11.17
BA,37.603096,-112.157311,253,11.214
BA,37.60273,-112.158415,254,11.319
BA,37.602219,-112.159932,255,11.465
BA,37.602147,-112.16008,256,11.48
BA,37.601966,-112.160388,257,11.514
BA,37.601777,-112.160618,258,11.543
BA,37.601525,-112.160888,259,11.58
BA,37.601251,-112.161217,260,11.622
BA,37.601042,-112.161521,261,11.657
BA,37.600883,-112.161822,262,11.689
BA,37.600763,-112.162104,263,11.717
BA,37.600673,-112.162389,264,11.744
BA,37.600574,-112.162845,265,11.786
BA,37.600537,-112.163323,266,11.828
BA,37.600545,-112.163863,267,11.876
BA,37.600631,-112.164364,268,11.921
BA,37.600809,-112.164903,269,11.972
BA,37.601051,-112.165406,270,12.024
BA,37.601296,-112.165768,271,12.066
BA,37.601515,-112.166065,272,12.102
BA,37.60188,-112.166356,273,12.15
BA,37.602384,-112.166749,274,12.216
BA,37.603639,-112.167737,275,12.38
BA,37.604123,-112.168113,276,12.443
BA,37.605282,-112.169052,277,12.597
BA,37.605682,-112.169359,278,12.649
BA,37.606203,-112.169765,279,12.717
BA,37.606516,-112.169975,280,12.756
BA,37.607038,-112.170284,281,12.82
BA,37.607739,-112.170677,282,12.906
BA,37.607982,-112.170824,283,12.936
BA,37.608202,-112.17098,284,12.964
BA,37.608462,-112.17118,285,12.997
BA,37.609247,-112.171776,286,13.099
BA,37.60953,-112.172015,287,13.137
BA,37.609709,-112.172174,288,13.161
BA,37.609884,-112.172353,289,13.187
BA,37.610037,-112.172553,290,13.211
BA,37.610103,-112.172637,291,13.221
BA,37.610229,-112.172839,292,13.244
BA,37.610375,-112.173087,293,13.271
BA,37.610547,-112.173388,294,13.304
BA,37.610712,-112.173645,295,13.333
BA,37.610909,-112.173898,296,13.364
BA,37.611128,-112.174107,297,13.395
BA,37.611351,-112.174298,298,13.425
BA,37.611642,-112.174468,299,13.461
BA,37.612384,-112.174789,300,13.548
BA,37.613152,-112.175089,301,13.637
BA,37.613799,-112.175346,302,13.713
BA,37.614096,-112.175435,303,13.747
BA,37.614387,-112.175483,304,13.779
BA,37.614721,-112.175504,305,13.816
BA,37.614986,-112.175477,306,13.846
BA,37.615341,-112.175378,307,13.886
BA,37.615714,-112.175254,308,13.929
BA,37.615993,-112.175084,309,13.964
BA,37.616271,-112.174901,310,13.999
BA,37.616485,-112.174785,311,14.024
BA,37.616565,-112.174729,312,14.035
BA,37.616615,-112.174659,313,14.043
BA,37.616619,-112.174523,314,14.055
BA,37.616557,-112.173972,315,14.104
BA,37.616483,-112.173554,316,14.142
BA,37.616149,-112.172151,317,14.271
BA,37.615957,-112.171259,318,14.352
BA,37.615897,-112.171075,319,14.37
BA,37.615786,-112.170891,320,14.39
BA,37.615682,-112.170785,321,14.405
BA,37.615506,-112.170759,322,14.425
BA,37.615137,-112.170788,323,14.466
BA,37.614882,-112.170813,324,14.494
BA,37.614734,-112.170827,325,14.511
BA,37.614667,-112.170804,326,14.518
BA,37.614636,-112.170733,327,14.525
BA,37.614639,-112.170672,328,14.531
BA,37.614684,-112.170622,329,14.538
BA,37.614752,-112.170601,330,14.545
BA,37.615026,-112.170582,331,14.576
BA,37.61534,-112.170565,332,14.611
BA,37.615435,-112.170587,333,14.621
BA,37.615594,-112.170673,334,14.641
BA,37.615772,-112.170793,335,14.663
