ID,ZONE NAME,DATE,HOURS,HOUR GROUP,FOTSC SUM
4702,Ocean Drive,2021-07-19,3,,3.0
4702,Ocean Drive,2021-07-19,4,,7.0
4702,Ocean Drive,2021-07-19,5,,23.0
4702,Ocean Drive,2021-07-19,6,6-9,39.0
4702,Ocean Drive,2021-07-19,7,6-9,89.0
4702,Ocean Drive,2021-07-19,8,6-9,155.0
4702,Ocean Drive,2021-07-19,9,6-9,220.0
4702,Ocean Drive,2021-07-19,10,9-12,268.0
4702,Ocean Drive,2021-07-19,11,9-12,336.0
4702,Ocean Drive,2021-07-19,12,9-12,304.0
4702,Ocean Drive,2021-07-19,13,12-15,253.0
4702,Ocean Drive,2021-07-19,14,12-15,308.0
4702,Ocean Drive,2021-07-19,15,12-15,239.0
4702,Ocean Drive,2021-07-19,16,15-18,218.0
4702,Ocean Drive,2021-07-19,17,15-18,151.0
4702,Ocean Drive,2021-07-19,18,15-18,98.0
4702,Ocean Drive,2021-07-19,19,18-21,59.0
4702,Ocean Drive,2021-07-19,20,18-21,12.0
4702,Ocean Drive,2021-07-19,21,18-21,4.0
4702,Ocean Drive,2021-07-19,22,,0.0
4702,Ocean Drive,2021-07-19,23,,1.0
4702,Ocean Drive,2021-07-20,0,,0.0
4702,Ocean Drive,2021-07-20,1,,2.0
4702,Ocean Drive,2021-07-20,2,,0.0
4702,Ocean Drive,2021-07-20,3,,5.0
4702,Ocean Drive,2021-07-20,4,,17.0
4702,Ocean Drive,2021-07-20,5,,26.0
4702,Ocean Drive,2021-07-20,6,6-9,71.0
4702,Ocean Drive,2021-07-20,7,6-9,149.0
4702,Ocean Drive,2021-07-20,8,6-9,234.0
4702,Ocean Drive,2021-07-20,9,6-9,324.0
4702,Ocean Drive,2021-07-20,10,9-12,353.0
4702,Ocean Drive,2021-07-20,11,9-12,385.0
4702,Ocean Drive,2021-07-20,12,9-12,350.0
4702,Ocean Drive,2021-07-20,13,12-15,301.0
4702,Ocean Drive,2021-07-20,14,12-15,267.0
4702,Ocean Drive,2021-07-20,15,12-15,301.0
4702,Ocean Drive,2021-07-20,16,15-18,217.0
4702,Ocean Drive,2021-07-20,17,15-18,149.0
4702,Ocean Drive,2021-07-20,18,15-18,75.0
4702,Ocean Drive,2021-07-20,19,18-21,49.0
4702,Ocean Drive,2021-07-20,20,18-21,33.0
4702,Ocean Drive,2021-07-20,21,18-21,15.0
4702,Ocean Drive,2021-07-20,22,,4.0
4702,Ocean Drive,2021-07-20,23,,1.0
4702,Ocean Drive,2021-07-21,0,,1.0
4702,Ocean Drive,2021-07-21,1,,2.0
4702,Ocean Drive,2021-07-21,2,,0.0
4702,Ocean Drive,2021-07-21,3,,1.0
4702,Ocean Drive,2021-07-21,4,,11.0
4702,Ocean Drive,2021-07-21,5,,25.0
4702,Ocean Drive,2021-07-21,6,6-9,38.0
4702,Ocean Drive,2021-07-21,7,6-9,69.0
4702,Ocean Drive,2021-07-21,8,6-9,147.0
4702,Ocean Drive,2021-07-21,9,6-9,197.0
4702,Ocean Drive,2021-07-21,10,9-12,276.0
4702,Ocean Drive,2021-07-21,11,9-12,300.0
4702,Ocean Drive,2021-07-21,12,9-12,248.0
4702,Ocean Drive,2021-07-21,13,12-15,206.0
4702,Ocean Drive,2021-07-21,14,12-15,221.0
4702,Ocean Drive,2021-07-21,15,12-15,225.0
4702,Ocean Drive,2021-07-21,16,15-18,190.0
4702,Ocean Drive,2021-07-21,17,15-18,140.0
4702,Ocean Drive,2021-07-21,18,15-18,115.0
4702,Ocean Drive,2021-07-21,19,18-21,71.0
4702,Ocean Drive,2021-07-21,20,18-21,18.0
4702,Ocean Drive,2021-07-21,21,18-21,2.0
4702,Ocean Drive,2021-07-21,22,,3.0
4702,Ocean Drive,2021-07-21,23,,1.0
4702,Ocean Drive,2021-07-22,0,,0.0
4702,Ocean Drive,2021-07-22,1,,1.0
4702,Ocean Drive,2021-07-22,2,,0.0
4702,Ocean Drive,2021-07-22,3,,1.0
4702,Ocean Drive,2021-07-22,4,,29.0
4702,Ocean Drive,2021-07-22,5,,28.0
4702,Ocean Drive,2021-07-22,6,6-9,47.0
4702,Ocean Drive,2021-07-22,7,6-9,156.0
4702,Ocean Drive,2021-07-22,8,6-9,182.0
4702,Ocean Drive,2021-07-22,9,6-9,298.0
4702,Ocean Drive,2021-07-22,10,9-12,323.0
4702,Ocean Drive,2021-07-22,11,9-12,355.0
4702,Ocean Drive,2021-07-22,12,9-12,331.0
4702,Ocean Drive,2021-07-22,13,12-15,279.0
4702,Ocean Drive,2021-07-22,14,12-15,287.0
4702,Ocean Drive,2021-07-22,15,12-15,236.0
4702,Ocean Drive,2021-07-22,16,15-18,214.0
4702,Ocean Drive,2021-07-22,17,15-18,153.0
4702,Ocean Drive,2021-07-22,18,15-18,131.0
4702,Ocean Drive,2021-07-22,19,18-21,93.0
4702,Ocean Drive,2021-07-22,20,18-21,35.0
4702,Ocean Drive,2021-07-22,21,18-21,16.0
4702,Ocean Drive,2021-07-22,22,,8.0
4702,Ocean Drive,2021-07-22,23,,6.0
4702,Ocean Drive,2021-07-23,0,,0.0
4702,Ocean Drive,2021-07-23,1,,1.0
4702,Ocean Drive,2021-07-23,2,,0.0
4702,Ocean Drive,2021-07-23,3,,3.0
4702,Ocean Drive,2021-07-23,4,,27.0
4702,Ocean Drive,2021-07-23,5,,24.0
4702,Ocean Drive,2021-07-23,6,6-9,48.0
4702,Ocean Drive,2021-07-23,7,6-9,99.0
4702,Ocean Drive,2021-07-23,8,6-9,158.0
4702,Ocean Drive,2021-07-23,9,6-9,235.0
4702,Ocean Drive,2021-07-23,10,9-12,274.0
4702,Ocean Drive,2021-07-23,11,9-12,319.0
4702,Ocean Drive,2021-07-23,12,9-12,251.0
4702,Ocean Drive,2021-07-23,13,12-15,237.0
4702,Ocean Drive,2021-07-23,14,12-15,238.0
4702,Ocean Drive,2021-07-23,15,12-15,197.0
4702,Ocean Drive,2021-07-23,16,15-18,207.0
4702,Ocean Drive,2021-07-23,17,15-18,100.0
4702,Ocean Drive,2021-07-23,18,15-18,89.0
4702,Ocean Drive,2021-07-23,19,18-21,72.0
4702,Ocean Drive,2021-07-23,20,18-21,56.0
4702,Ocean Drive,2021-07-23,21,18-21,50.0
4702,Ocean Drive,2021-07-23,22,,15.0
4702,Ocean Drive,2021-07-23,23,,5.0
4702,Ocean Drive,2021-07-24,0,,0.0
4702,Ocean Drive,2021-07-24,1,,4.0
4702,Ocean Drive,2021-07-24,2,,1.0
4702,Ocean Drive,2021-07-24,3,,2.0
4702,Ocean Drive,2021-07-24,4,,32.0
4702,Ocean Drive,2021-07-24,5,,33.0
4702,Ocean Drive,2021-07-24,6,6-9,60.0
4702,Ocean Drive,2021-07-24,7,6-9,115.0
4702,Ocean Drive,2021-07-24,8,6-9,127.0
4702,Ocean Drive,2021-07-24,9,6-9,201.0
4702,Ocean Drive,2021-07-24,10,9-12,299.0
4702,Ocean Drive,2021-07-24,11,9-12,319.0
4702,Ocean Drive,2021-07-24,12,9-12,314.0
4702,Ocean Drive,2021-07-24,13,12-15,235.0
4702,Ocean Drive,2021-07-24,14,12-15,272.0
4702,Ocean Drive,2021-07-24,15,12-15,241.0
4702,Ocean Drive,2021-07-24,16,15-18,221.0
4702,Ocean Drive,2021-07-24,17,15-18,175.0
4702,Ocean Drive,2021-07-24,18,15-18,134.0
4702,Ocean Drive,2021-07-24,19,18-21,80.0
4702,Ocean Drive,2021-07-24,20,18-21,37.0
4702,Ocean Drive,2021-07-24,21,18-21,39.0
4702,Ocean Drive,2021-07-24,22,,22.0
4702,Ocean Drive,2021-07-24,23,,13.0
4702,Ocean Drive,2021-07-25,0,,6.0
4702,Ocean Drive,2021-07-25,1,,1.0
4702,Ocean Drive,2021-07-25,2,,0.0
4702,Ocean Drive,2021-07-25,3,,0.0
4702,Ocean Drive,2021-07-25,4,,15.0
4702,Ocean Drive,2021-07-25,5,,30.0
4702,Ocean Drive,2021-07-25,6,6-9,45.0
4702,Ocean Drive,2021-07-25,7,6-9,72.0
4702,Ocean Drive,2021-07-25,8,6-9,136.0
4702,Ocean Drive,2021-07-25,9,6-9,181.0
4702,Ocean Drive,2021-07-25,10,9-12,298.0
4702,Ocean Drive,2021-07-25,11,9-12,289.0
4702,Ocean Drive,2021-07-25,12,9-12,280.0
4702,Ocean Drive,2021-07-25,13,12-15,184.0
4702,Ocean Drive,2021-07-25,14,12-15,150.0
4702,Ocean Drive,2021-07-25,15,12-15,156.0
4702,Ocean Drive,2021-07-25,16,15-18,127.0
4702,Ocean Drive,2021-07-25,17,15-18,84.0
4702,Ocean Drive,2021-07-25,18,15-18,39.0
4702,Ocean Drive,2021-07-25,19,18-21,31.0
4702,Ocean Drive,2021-07-25,20,18-21,4.0
4702,Ocean Drive,2021-07-25,21,18-21,2.0
4702,Ocean Drive,2021-07-25,22,,1.0
4702,Ocean Drive,2021-07-25,23,,0.0
4702,Ocean Drive,2021-07-26,0,,1.0
4702,Ocean Drive,2021-07-26,1,,3.0
4702,Ocean Drive,2021-07-26,2,,0.0
4702,Ocean Drive,2021-07-26,3,,0.0
4702,Ocean Drive,2021-07-26,4,,10.0
4702,Ocean Drive,2021-07-26,5,,16.0
4702,Ocean Drive,2021-07-26,6,6-9,32.0
4702,Ocean Drive,2021-07-26,7,6-9,88.0
4702,Ocean Drive,2021-07-26,8,6-9,151.0
4702,Ocean Drive,2021-07-26,9,6-9,245.0
4702,Ocean Drive,2021-07-26,10,9-12,357.0
4702,Ocean Drive,2021-07-26,11,9-12,339.0
4702,Ocean Drive,2021-07-26,12,9-12,402.0
4702,Ocean Drive,2021-07-26,13,12-15,285.0
4702,Ocean Drive,2021-07-26,14,12-15,307.0
4702,Ocean Drive,2021-07-26,15,12-15,267.0
4702,Ocean Drive,2021-07-26,16,15-18,263.0
4702,Ocean Drive,2021-07-26,17,15-18,155.0
4702,Ocean Drive,2021-07-26,18,15-18,112.0
4702,Ocean Drive,2021-07-26,19,18-21,43.0
4702,Ocean Drive,2021-07-26,20,18-21,20.0
4702,Ocean Drive,2021-07-26,21,18-21,5.0
4702,Ocean Drive,2021-07-26,22,,3.0
4702,Ocean Drive,2021-07-26,23,,3.0
4702,Ocean Drive,2021-07-27,0,,1.0
4702,Ocean Drive,2021-07-27,1,,0.0
4702,Ocean Drive,2021-07-27,2,,0.0
4702,Ocean Drive,2021-07-27,3,,6.0
4702,Ocean Drive,2021-07-27,4,,28.0
4702,Ocean Drive,2021-07-27,5,,31.0
4702,Ocean Drive,2021-07-27,6,6-9,68.0
4702,Ocean Drive,2021-07-27,7,6-9,127.0
4702,Ocean Drive,2021-07-27,8,6-9,193.0
4702,Ocean Drive,2021-07-27,9,6-9,281.0
4702,Ocean Drive,2021-07-27,10,9-12,374.0
4702,Ocean Drive,2021-07-27,11,9-12,425.0
4702,Ocean Drive,2021-07-27,12,9-12,339.0
4702,Ocean Drive,2021-07-27,13,12-15,340.0
4702,Ocean Drive,2021-07-27,14,12-15,238.0
4702,Ocean Drive,2021-07-27,15,12-15,264.0
4702,Ocean Drive,2021-07-27,16,15-18,211.0
4702,Ocean Drive,2021-07-27,17,15-18,156.0
4702,Ocean Drive,2021-07-27,18,15-18,96.0
4702,Ocean Drive,2021-07-27,19,18-21,59.0
4702,Ocean Drive,2021-07-27,20,18-21,39.0
4702,Ocean Drive,2021-07-27,21,18-21,15.0
4702,Ocean Drive,2021-07-27,22,,0.0
4702,Ocean Drive,2021-07-27,23,,1.0
4702,Ocean Drive,2021-07-28,0,,1.0
4702,Ocean Drive,2021-07-28,1,,0.0
4702,Ocean Drive,2021-07-28,2,,0.0
4702,Ocean Drive,2021-07-28,3,,0.0
4702,Ocean Drive,2021-07-28,4,,12.0
4702,Ocean Drive,2021-07-28,5,,23.0
4702,Ocean Drive,2021-07-28,6,6-9,56.0
4702,Ocean Drive,2021-07-28,7,6-9,121.0
4702,Ocean Drive,2021-07-28,8,6-9,171.0
4702,Ocean Drive,2021-07-28,9,6-9,243.0
4702,Ocean Drive,2021-07-28,10,9-12,315.0
4702,Ocean Drive,2021-07-28,11,9-12,324.0
4702,Ocean Drive,2021-07-28,12,9-12,300.0
4702,Ocean Drive,2021-07-28,13,12-15,301.0
4702,Ocean Drive,2021-07-28,14,12-15,308.0
4702,Ocean Drive,2021-07-28,15,12-15,265.0
4702,Ocean Drive,2021-07-28,16,15-18,197.0
4702,Ocean Drive,2021-07-28,17,15-18,160.0
4702,Ocean Drive,2021-07-28,18,15-18,104.0
4702,Ocean Drive,2021-07-28,19,18-21,77.0
4702,Ocean Drive,2021-07-28,20,18-21,51.0
4702,Ocean Drive,2021-07-28,21,18-21,26.0
4702,Ocean Drive,2021-07-28,22,,17.0
4702,Ocean Drive,2021-07-28,23,,8.0
4702,Ocean Drive,2021-07-29,0,,0.0
4702,Ocean Drive,2021-07-29,1,,2.0
4702,Ocean Drive,2021-07-29,2,,0.0
4702,Ocean Drive,2021-07-29,3,,1.0
4702,Ocean Drive,2021-07-29,4,,25.0
4702,Ocean Drive,2021-07-29,5,,30.0
4702,Ocean Drive,2021-07-29,6,6-9,62.0
4702,Ocean Drive,2021-07-29,7,6-9,91.0
4702,Ocean Drive,2021-07-29,8,6-9,138.0
4702,Ocean Drive,2021-07-29,9,6-9,244.0
4702,Ocean Drive,2021-07-29,10,9-12,276.0
4702,Ocean Drive,2021-07-29,11,9-12,322.0
4702,Ocean Drive,2021-07-29,12,9-12,264.0
4702,Ocean Drive,2021-07-29,13,12-15,281.0
4702,Ocean Drive,2021-07-29,14,12-15,264.0
4702,Ocean Drive,2021-07-29,15,12-15,278.0
4702,Ocean Drive,2021-07-29,16,15-18,270.0
4702,Ocean Drive,2021-07-29,17,15-18,130.0
4702,Ocean Drive,2021-07-29,18,15-18,95.0
4702,Ocean Drive,2021-07-29,19,18-21,26.0
4702,Ocean Drive,2021-07-29,20,18-21,10.0
4702,Ocean Drive,2021-07-29,21,18-21,5.0
4702,Ocean Drive,2021-07-29,22,,0.0
4702,Ocean Drive,2021-07-29,23,,0.0
4702,Ocean Drive,2021-07-30,0,,1.0
4702,Ocean Drive,2021-07-30,1,,0.0
4702,Ocean Drive,2021-07-30,2,,1.0
4702,Ocean Drive,2021-07-30,3,,0.0
4702,Ocean Drive,2021-07-30,4,,4.0
4702,Ocean Drive,2021-07-30,5,,8.0
4702,Ocean Drive,2021-07-30,6,6-9,9.0
4702,Ocean Drive,2021-07-30,7,6-9,25.0
4702,Ocean Drive,2021-07-30,8,6-9,35.0
4702,Ocean Drive,2021-07-30,9,6-9,109.0
4702,Ocean Drive,2021-07-30,10,9-12,186.0
4702,Ocean Drive,2021-07-30,11,9-12,199.0
4702,Ocean Drive,2021-07-30,12,9-12,208.0
4702,Ocean Drive,2021-07-30,13,12-15,240.0
4702,Ocean Drive,2021-07-30,14,12-15,259.0
4702,Ocean Drive,2021-07-30,15,12-15,259.0
4702,Ocean Drive,2021-07-30,16,15-18,190.0
4702,Ocean Drive,2021-07-30,17,15-18,148.0
4702,Ocean Drive,2021-07-30,18,15-18,78.0
4702,Ocean Drive,2021-07-30,19,18-21,48.0
4702,Ocean Drive,2021-07-30,20,18-21,55.0
4702,Ocean Drive,2021-07-30,21,18-21,19.0
4702,Ocean Drive,2021-07-30,22,,12.0
4702,Ocean Drive,2021-07-30,23,,5.0
4702,Ocean Drive,2021-07-31,0,,1.0
4702,Ocean Drive,2021-07-31,1,,1.0
4702,Ocean Drive,2021-07-31,2,,1.0
4702,Ocean Drive,2021-07-31,3,,5.0
4702,Ocean Drive,2021-07-31,4,,31.0
4702,Ocean Drive,2021-07-31,5,,33.0
4702,Ocean Drive,2021-07-31,6,6-9,60.0
4702,Ocean Drive,2021-07-31,7,6-9,85.0
4702,Ocean Drive,2021-07-31,8,6-9,109.0
4702,Ocean Drive,2021-07-31,9,6-9,229.0
4702,Ocean Drive,2021-07-31,10,9-12,285.0
4702,Ocean Drive,2021-07-31,11,9-12,299.0
4702,Ocean Drive,2021-07-31,12,9-12,292.0
4702,Ocean Drive,2021-07-31,13,12-15,292.0
4702,Ocean Drive,2021-07-31,14,12-15,315.0
4702,Ocean Drive,2021-07-31,15,12-15,283.0
4702,Ocean Drive,2021-07-31,16,15-18,226.0
4702,Ocean Drive,2021-07-31,17,15-18,182.0
4702,Ocean Drive,2021-07-31,18,15-18,105.0
4702,Ocean Drive,2021-07-31,19,18-21,77.0
4702,Ocean Drive,2021-07-31,20,18-21,38.0
4702,Ocean Drive,2021-07-31,21,18-21,36.0
4702,Ocean Drive,2021-07-31,22,,34.0
4702,Ocean Drive,2021-07-31,23,,6.0
4702,Ocean Drive,2021-08-01,0,,3.0
4702,Ocean Drive,2021-08-01,1,,1.0
4702,Ocean Drive,2021-08-01,2,,0.0
4702,Ocean Drive,2021-08-01,3,,1.0
4702,Ocean Drive,2021-08-01,4,,23.0
4702,Ocean Drive,2021-08-01,5,,36.0
4702,Ocean Drive,2021-08-01,6,6-9,42.0
4702,Ocean Drive,2021-08-01,7,6-9,72.0
4702,Ocean Drive,2021-08-01,8,6-9,109.0
4702,Ocean Drive,2021-08-01,9,6-9,169.0
4702,Ocean Drive,2021-08-01,10,9-12,278.0
4702,Ocean Drive,2021-08-01,11,9-12,300.0
4702,Ocean Drive,2021-08-01,12,9-12,277.0
4702,Ocean Drive,2021-08-01,13,12-15,250.0
4702,Ocean Drive,2021-08-01,14,12-15,283.0
4702,Ocean Drive,2021-08-01,15,12-15,234.0
4702,Ocean Drive,2021-08-01,16,15-18,245.0
4702,Ocean Drive,2021-08-01,17,15-18,157.0
4702,Ocean Drive,2021-08-01,18,15-18,84.0
4702,Ocean Drive,2021-08-01,19,18-21,44.0
4702,Ocean Drive,2021-08-01,20,18-21,15.0
4702,Ocean Drive,2021-08-01,21,18-21,11.0
4702,Ocean Drive,2021-08-01,22,,7.0
4702,Ocean Drive,2021-08-01,23,,2.0
4702,Ocean Drive,2021-08-02,0,,0.0
4702,Ocean Drive,2021-08-02,1,,0.0
4702,Ocean Drive,2021-08-02,2,,0.0
4702,Ocean Drive,2021-08-02,3,,2.0
4702,Ocean Drive,2021-08-02,4,,14.0
4702,Ocean Drive,2021-08-02,5,,18.0
4702,Ocean Drive,2021-08-02,6,6-9,28.0
4702,Ocean Drive,2021-08-02,7,6-9,58.0
4702,Ocean Drive,2021-08-02,8,6-9,117.0
4702,Ocean Drive,2021-08-02,9,6-9,186.0
4702,Ocean Drive,2021-08-02,10,9-12,256.0
4702,Ocean Drive,2021-08-02,11,9-12,301.0
4702,Ocean Drive,2021-08-02,12,9-12,294.0
4702,Ocean Drive,2021-08-02,13,12-15,242.0
4702,Ocean Drive,2021-08-02,14,12-15,272.0
4702,Ocean Drive,2021-08-02,15,12-15,230.0
4702,Ocean Drive,2021-08-02,16,15-18,191.0
4702,Ocean Drive,2021-08-02,17,15-18,181.0
4702,Ocean Drive,2021-08-02,18,15-18,108.0
4702,Ocean Drive,2021-08-02,19,18-21,54.0
4702,Ocean Drive,2021-08-02,20,18-21,31.0
4702,Ocean Drive,2021-08-02,21,18-21,29.0
4702,Ocean Drive,2021-08-02,22,,25.0
4702,Ocean Drive,2021-08-02,23,,7.0
4702,Ocean Drive,2021-08-03,0,,1.0
4702,Ocean Drive,2021-08-03,1,,1.0
4702,Ocean Drive,2021-08-03,2,,0.0
4702,Ocean Drive,2021-08-03,3,,5.0
4702,Ocean Drive,2021-08-03,4,,29.0
4702,Ocean Drive,2021-08-03,5,,44.0
4702,Ocean Drive,2021-08-03,6,6-9,67.0
4702,Ocean Drive,2021-08-03,7,6-9,136.0
4702,Ocean Drive,2021-08-03,8,6-9,201.0
4702,Ocean Drive,2021-08-03,9,6-9,276.0
4702,Ocean Drive,2021-08-03,10,9-12,406.0
4702,Ocean Drive,2021-08-03,11,9-12,381.0
4702,Ocean Drive,2021-08-03,12,9-12,320.0
4702,Ocean Drive,2021-08-03,13,12-15,300.0
4702,Ocean Drive,2021-08-03,14,12-15,298.0
4702,Ocean Drive,2021-08-03,15,12-15,317.0
4702,Ocean Drive,2021-08-03,16,15-18,231.0
4702,Ocean Drive,2021-08-03,17,15-18,210.0
4702,Ocean Drive,2021-08-03,18,15-18,129.0
4702,Ocean Drive,2021-08-03,19,18-21,77.0
4702,Ocean Drive,2021-08-03,20,18-21,62.0
4702,Ocean Drive,2021-08-03,21,18-21,23.0
4702,Ocean Drive,2021-08-03,22,,16.0
4702,Ocean Drive,2021-08-03,23,,0.0
4702,Ocean Drive,2021-08-04,0,,2.0
4702,Ocean Drive,2021-08-04,1,,0.0
4702,Ocean Drive,2021-08-04,2,,0.0
4702,Ocean Drive,2021-08-04,3,,2.0
4702,Ocean Drive,2021-08-04,4,,20.0
4702,Ocean Drive,2021-08-04,5,,39.0
4702,Ocean Drive,2021-08-04,6,6-9,59.0
4702,Ocean Drive,2021-08-04,7,6-9,106.0
4702,Ocean Drive,2021-08-04,8,6-9,179.0
4702,Ocean Drive,2021-08-04,9,6-9,286.0
4702,Ocean Drive,2021-08-04,10,9-12,333.0
4702,Ocean Drive,2021-08-04,11,9-12,381.0
4702,Ocean Drive,2021-08-04,12,9-12,306.0
4702,Ocean Drive,2021-08-04,13,12-15,293.0
4702,Ocean Drive,2021-08-04,14,12-15,307.0
4702,Ocean Drive,2021-08-04,15,12-15,276.0
4702,Ocean Drive,2021-08-04,16,15-18,226.0
4702,Ocean Drive,2021-08-04,17,15-18,197.0
4702,Ocean Drive,2021-08-04,18,15-18,148.0
4702,Ocean Drive,2021-08-04,19,18-21,82.0
4702,Ocean Drive,2021-08-04,20,18-21,28.0
4702,Ocean Drive,2021-08-04,21,18-21,7.0
4702,Ocean Drive,2021-08-04,22,,6.0
4702,Ocean Drive,2021-08-04,23,,1.0
4702,Ocean Drive,2021-08-05,0,,0.0
4702,Ocean Drive,2021-08-05,1,,0.0
4702,Ocean Drive,2021-08-05,2,,1.0
4702,Ocean Drive,2021-08-05,3,,0.0
4702,Ocean Drive,2021-08-05,4,,0.0
4702,Ocean Drive,2021-08-05,5,,5.0
4702,Ocean Drive,2021-08-05,6,6-9,6.0
4702,Ocean Drive,2021-08-05,7,6-9,30.0
4702,Ocean Drive,2021-08-05,8,6-9,67.0
4702,Ocean Drive,2021-08-05,9,6-9,128.0
4702,Ocean Drive,2021-08-05,10,9-12,190.0
4702,Ocean Drive,2021-08-05,11,9-12,222.0
4702,Ocean Drive,2021-08-05,12,9-12,225.0
4702,Ocean Drive,2021-08-05,13,12-15,179.0
4702,Ocean Drive,2021-08-05,14,12-15,206.0
4702,Ocean Drive,2021-08-05,15,12-15,189.0
4702,Ocean Drive,2021-08-05,16,15-18,107.0
4702,Ocean Drive,2021-08-05,17,15-18,83.0
4702,Ocean Drive,2021-08-05,18,15-18,55.0
4702,Ocean Drive,2021-08-05,19,18-21,62.0
4702,Ocean Drive,2021-08-05,20,18-21,13.0
4702,Ocean Drive,2021-08-05,21,18-21,4.0
4702,Ocean Drive,2021-08-05,22,,2.0
4702,Ocean Drive,2021-08-05,23,,1.0
4702,Ocean Drive,2021-08-06,0,,0.0
4702,Ocean Drive,2021-08-06,1,,0.0
4702,Ocean Drive,2021-08-06,2,,0.0
4702,Ocean Drive,2021-08-06,3,,1.0
4702,Ocean Drive,2021-08-06,4,,6.0
4702,Ocean Drive,2021-08-06,5,,24.0
4702,Ocean Drive,2021-08-06,6,6-9,42.0
4702,Ocean Drive,2021-08-06,7,6-9,114.0
4702,Ocean Drive,2021-08-06,8,6-9,242.0
4702,Ocean Drive,2021-08-06,9,6-9,261.0
4702,Ocean Drive,2021-08-06,10,9-12,355.0
4702,Ocean Drive,2021-08-06,11,9-12,388.0
4702,Ocean Drive,2021-08-06,12,9-12,317.0
4702,Ocean Drive,2021-08-06,13,12-15,285.0
4702,Ocean Drive,2021-08-06,14,12-15,267.0
4702,Ocean Drive,2021-08-06,15,12-15,253.0
4702,Ocean Drive,2021-08-06,16,15-18,178.0
4702,Ocean Drive,2021-08-06,17,15-18,146.0
4702,Ocean Drive,2021-08-06,18,15-18,126.0
4702,Ocean Drive,2021-08-06,19,18-21,85.0
4702,Ocean Drive,2021-08-06,20,18-21,91.0
4702,Ocean Drive,2021-08-06,21,18-21,49.0
4702,Ocean Drive,2021-08-06,22,,28.0
4702,Ocean Drive,2021-08-06,23,,6.0
4702,Ocean Drive,2021-08-07,0,,8.0
4702,Ocean Drive,2021-08-07,1,,2.0
4702,Ocean Drive,2021-08-07,2,,2.0
4702,Ocean Drive,2021-08-07,3,,1.0
4702,Ocean Drive,2021-08-07,4,,28.0
4702,Ocean Drive,2021-08-07,5,,29.0
4702,Ocean Drive,2021-08-07,6,6-9,59.0
4702,Ocean Drive,2021-08-07,7,6-9,117.0
4702,Ocean Drive,2021-08-07,8,6-9,122.0
4702,Ocean Drive,2021-08-07,9,6-9,224.0
4702,Ocean Drive,2021-08-07,10,9-12,275.0
4702,Ocean Drive,2021-08-07,11,9-12,323.0
4702,Ocean Drive,2021-08-07,12,9-12,269.0
4702,Ocean Drive,2021-08-07,13,12-15,251.0
4702,Ocean Drive,2021-08-07,14,12-15,247.0
4702,Ocean Drive,2021-08-07,15,12-15,247.0
4702,Ocean Drive,2021-08-07,16,15-18,198.0
4702,Ocean Drive,2021-08-07,17,15-18,117.0
4702,Ocean Drive,2021-08-07,18,15-18,125.0
4702,Ocean Drive,2021-08-07,19,18-21,57.0
4702,Ocean Drive,2021-08-07,20,18-21,34.0
4702,Ocean Drive,2021-08-07,21,18-21,19.0
4702,Ocean Drive,2021-08-07,22,,11.0
4702,Ocean Drive,2021-08-07,23,,6.0
4702,Ocean Drive,2021-08-08,0,,2.0
4702,Ocean Drive,2021-08-08,1,,0.0
4702,Ocean Drive,2021-08-08,2,,0.0
4702,Ocean Drive,2021-08-08,3,,0.0
4702,Ocean Drive,2021-08-08,4,,10.0
4702,Ocean Drive,2021-08-08,5,,19.0
4702,Ocean Drive,2021-08-08,6,6-9,57.0
4702,Ocean Drive,2021-08-08,7,6-9,78.0
4702,Ocean Drive,2021-08-08,8,6-9,115.0
4702,Ocean Drive,2021-08-08,9,6-9,219.0
4702,Ocean Drive,2021-08-08,10,9-12,275.0
4702,Ocean Drive,2021-08-08,11,9-12,323.0
4702,Ocean Drive,2021-08-08,12,9-12,256.0
4702,Ocean Drive,2021-08-08,13,12-15,253.0
4702,Ocean Drive,2021-08-08,14,12-15,254.0
4702,Ocean Drive,2021-08-08,15,12-15,216.0
4702,Ocean Drive,2021-08-08,16,15-18,213.0
4702,Ocean Drive,2021-08-08,17,15-18,126.0
4702,Ocean Drive,2021-08-08,18,15-18,110.0
4702,Ocean Drive,2021-08-08,19,18-21,48.0
4702,Ocean Drive,2021-08-08,20,18-21,22.0
4702,Ocean Drive,2021-08-08,21,18-21,19.0
4702,Ocean Drive,2021-08-08,22,,19.0
4702,Ocean Drive,2021-08-08,23,,6.0
4702,Ocean Drive,2021-08-09,0,,1.0
4702,Ocean Drive,2021-08-09,1,,0.0
4702,Ocean Drive,2021-08-09,2,,0.0
4702,Ocean Drive,2021-08-09,3,,2.0
4702,Ocean Drive,2021-08-09,4,,9.0
4702,Ocean Drive,2021-08-09,5,,18.0
4702,Ocean Drive,2021-08-09,6,6-9,54.0
4702,Ocean Drive,2021-08-09,7,6-9,107.0
4702,Ocean Drive,2021-08-09,8,6-9,183.0
4702,Ocean Drive,2021-08-09,9,6-9,260.0
4702,Ocean Drive,2021-08-09,10,9-12,341.0
4702,Ocean Drive,2021-08-09,11,9-12,365.0
4702,Ocean Drive,2021-08-09,12,9-12,316.0
4702,Ocean Drive,2021-08-09,13,12-15,305.0
4702,Ocean Drive,2021-08-09,14,12-15,248.0
